final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
89.06 \scriptsize $\pm$ 0.25,77.00 \scriptsize $\pm$ 0.25,89.64 \scriptsize $\pm$ 0.29,88.30 \scriptsize $\pm$ 0.12,88.00 \scriptsize $\pm$ 0.23,89.38 \scriptsize $\pm$ 0.30,88.66 \scriptsize $\pm$ 0.33,77.80 \scriptsize $\pm$ 0.54,75.33 \scriptsize $\pm$ 0.63,87.32 \scriptsize $\pm$ 0.39,87.02 \scriptsize $\pm$ 0.30,84.06 \scriptsize $\pm$ 0.58,72.96 \scriptsize $\pm$ 1.14,85.46 \scriptsize $\pm$ 0.61,86.28 \scriptsize $\pm$ 0.32,90.72 \scriptsize $\pm$ 0.17,56.19 \scriptsize $\pm$ 1.71,82.83 \scriptsize $\pm$ 0.49,64.84 \scriptsize $\pm$ 0.39,86.98 \scriptsize $\pm$ 0.24,84.85 \scriptsize $\pm$ 1.11,90.31 \scriptsize $\pm$ 0.14,85.42 \scriptsize $\pm$ 0.16,90.83 \scriptsize $\pm$ 0.24,85.40 \scriptsize $\pm$ 0.28,90.58 \scriptsize $\pm$ 0.27,78.07 \scriptsize $\pm$ 0.59,86.58 \scriptsize $\pm$ 0.80,68.02 \scriptsize $\pm$ 0.33,71.91 \scriptsize $\pm$ 0.37,78.82 \scriptsize $\pm$ 0.31,87.30 \scriptsize $\pm$ 0.57,68.52 \scriptsize $\pm$ 2.51,64.99 \scriptsize $\pm$ 0.53,74.89 \scriptsize $\pm$ 1.10,48.40 \scriptsize $\pm$ 1.42,49.82 \scriptsize $\pm$ 1.32,33.88 \scriptsize $\pm$ 1.05,50.95 \scriptsize $\pm$ 0.27,42.90 \scriptsize $\pm$ 1.17,51.15 \scriptsize $\pm$ 0.94,52.51 \scriptsize $\pm$ 1.52,40.45 \scriptsize $\pm$ 1.84,45.37 \scriptsize $\pm$ 1.68,46.95 \scriptsize $\pm$ 1.45,47.27 \scriptsize $\pm$ 1.21,59.85 \scriptsize $\pm$ 0.66,37.34 \scriptsize $\pm$ 1.06,32.66 \scriptsize $\pm$ 1.13,41.51 \scriptsize $\pm$ 0.71,45.70 \scriptsize $\pm$ 1.86,36.08 \scriptsize $\pm$ 0.60,45.99 \scriptsize $\pm$ 2.09,96.10 \scriptsize $\pm$ 0.03,69.62 \scriptsize $\pm$ 0.30,most_same_script_41,xtreme_r.udpos,"[42, 66, 17, 23]","[69.2352148448627, 69.65982649656118, 69.97803736049472, 69.58969486878193]",0.1170830521838325,0.0035729818224675054,0.13519536047717853
89.11 \scriptsize $\pm$ 0.17,76.14 \scriptsize $\pm$ 0.67,89.78 \scriptsize $\pm$ 0.22,88.44 \scriptsize $\pm$ 0.37,88.43 \scriptsize $\pm$ 0.93,89.59 \scriptsize $\pm$ 0.34,88.28 \scriptsize $\pm$ 0.45,77.62 \scriptsize $\pm$ 0.66,75.61 \scriptsize $\pm$ 0.22,86.90 \scriptsize $\pm$ 0.45,86.95 \scriptsize $\pm$ 0.23,84.26 \scriptsize $\pm$ 0.53,73.95 \scriptsize $\pm$ 3.12,85.46 \scriptsize $\pm$ 0.43,86.28 \scriptsize $\pm$ 0.28,90.82 \scriptsize $\pm$ 0.23,55.55 \scriptsize $\pm$ 2.23,83.28 \scriptsize $\pm$ 0.40,65.17 \scriptsize $\pm$ 0.25,86.70 \scriptsize $\pm$ 0.21,85.96 \scriptsize $\pm$ 0.65,90.15 \scriptsize $\pm$ 0.05,85.80 \scriptsize $\pm$ 0.60,90.94 \scriptsize $\pm$ 0.26,85.24 \scriptsize $\pm$ 0.24,90.46 \scriptsize $\pm$ 0.23,78.04 \scriptsize $\pm$ 0.33,85.96 \scriptsize $\pm$ 0.35,68.87 \scriptsize $\pm$ 0.24,72.38 \scriptsize $\pm$ 0.63,78.83 \scriptsize $\pm$ 0.20,87.09 \scriptsize $\pm$ 0.35,68.70 \scriptsize $\pm$ 3.03,65.97 \scriptsize $\pm$ 0.22,74.17 \scriptsize $\pm$ 0.38,41.86 \scriptsize $\pm$ 2.35,43.57 \scriptsize $\pm$ 1.41,37.63 \scriptsize $\pm$ 2.03,49.28 \scriptsize $\pm$ 0.35,36.18 \scriptsize $\pm$ 1.61,37.58 \scriptsize $\pm$ 1.31,38.60 \scriptsize $\pm$ 1.30,34.10 \scriptsize $\pm$ 0.84,41.04 \scriptsize $\pm$ 1.60,40.70 \scriptsize $\pm$ 1.04,38.37 \scriptsize $\pm$ 2.03,58.71 \scriptsize $\pm$ 0.53,34.88 \scriptsize $\pm$ 0.60,28.64 \scriptsize $\pm$ 1.33,32.61 \scriptsize $\pm$ 1.41,46.85 \scriptsize $\pm$ 1.65,25.74 \scriptsize $\pm$ 2.07,46.41 \scriptsize $\pm$ 1.63,96.10 \scriptsize $\pm$ 0.06,67.88 \scriptsize $\pm$ 0.26,most_same_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[68.0279239592061, 67.5000372711771, 68.04826213304413, 67.95419907488011]",0.007693454099307741,0.06004751943922611,0.0007478172639510099
89.48 \scriptsize $\pm$ 0.09,76.59 \scriptsize $\pm$ 1.58,89.89 \scriptsize $\pm$ 0.39,88.50 \scriptsize $\pm$ 0.13,88.49 \scriptsize $\pm$ 0.62,89.27 \scriptsize $\pm$ 0.38,88.14 \scriptsize $\pm$ 0.44,78.00 \scriptsize $\pm$ 0.94,74.36 \scriptsize $\pm$ 0.72,86.92 \scriptsize $\pm$ 0.40,86.55 \scriptsize $\pm$ 0.24,84.09 \scriptsize $\pm$ 0.85,73.26 \scriptsize $\pm$ 1.92,85.49 \scriptsize $\pm$ 0.38,86.17 \scriptsize $\pm$ 0.18,90.41 \scriptsize $\pm$ 0.57,56.78 \scriptsize $\pm$ 1.76,83.62 \scriptsize $\pm$ 0.77,64.76 \scriptsize $\pm$ 0.39,86.84 \scriptsize $\pm$ 0.39,85.00 \scriptsize $\pm$ 0.34,90.40 \scriptsize $\pm$ 0.15,85.62 \scriptsize $\pm$ 0.30,90.64 \scriptsize $\pm$ 0.29,85.22 \scriptsize $\pm$ 0.32,90.65 \scriptsize $\pm$ 0.21,78.68 \scriptsize $\pm$ 0.25,87.00 \scriptsize $\pm$ 0.52,67.97 \scriptsize $\pm$ 0.32,71.05 \scriptsize $\pm$ 0.62,78.72 \scriptsize $\pm$ 0.18,87.73 \scriptsize $\pm$ 0.64,69.38 \scriptsize $\pm$ 2.07,64.81 \scriptsize $\pm$ 0.71,73.72 \scriptsize $\pm$ 0.45,42.44 \scriptsize $\pm$ 2.15,44.92 \scriptsize $\pm$ 1.52,36.86 \scriptsize $\pm$ 0.42,49.96 \scriptsize $\pm$ 0.24,38.46 \scriptsize $\pm$ 3.17,42.99 \scriptsize $\pm$ 3.20,44.18 \scriptsize $\pm$ 1.60,37.52 \scriptsize $\pm$ 2.21,40.41 \scriptsize $\pm$ 1.45,43.23 \scriptsize $\pm$ 0.72,45.12 \scriptsize $\pm$ 1.88,59.05 \scriptsize $\pm$ 0.93,36.45 \scriptsize $\pm$ 0.71,29.48 \scriptsize $\pm$ 1.10,36.23 \scriptsize $\pm$ 1.60,45.63 \scriptsize $\pm$ 1.79,28.66 \scriptsize $\pm$ 0.78,45.82 \scriptsize $\pm$ 2.44,96.13 \scriptsize $\pm$ 0.01,68.48 \scriptsize $\pm$ 0.43,most_uriel_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[68.71337653448003, 67.93501365716031, 68.90830084837945, 68.3504030933673]",0.11719063370890215,0.0073834799585359686,0.004687524960140936
89.18 \scriptsize $\pm$ 0.27,77.13 \scriptsize $\pm$ 1.11,89.74 \scriptsize $\pm$ 0.32,88.23 \scriptsize $\pm$ 0.23,88.31 \scriptsize $\pm$ 0.50,89.60 \scriptsize $\pm$ 0.37,88.67 \scriptsize $\pm$ 0.32,77.29 \scriptsize $\pm$ 0.92,74.52 \scriptsize $\pm$ 0.62,87.39 \scriptsize $\pm$ 0.43,87.11 \scriptsize $\pm$ 0.20,83.91 \scriptsize $\pm$ 0.73,72.47 \scriptsize $\pm$ 3.17,85.49 \scriptsize $\pm$ 0.46,86.58 \scriptsize $\pm$ 0.25,90.82 \scriptsize $\pm$ 0.16,53.74 \scriptsize $\pm$ 2.32,83.53 \scriptsize $\pm$ 0.71,64.25 \scriptsize $\pm$ 0.39,87.03 \scriptsize $\pm$ 0.11,85.51 \scriptsize $\pm$ 1.06,90.33 \scriptsize $\pm$ 0.15,85.69 \scriptsize $\pm$ 0.55,91.11 \scriptsize $\pm$ 0.30,85.46 \scriptsize $\pm$ 0.21,90.68 \scriptsize $\pm$ 0.17,77.74 \scriptsize $\pm$ 0.35,87.52 \scriptsize $\pm$ 0.30,67.93 \scriptsize $\pm$ 0.47,71.72 \scriptsize $\pm$ 0.58,78.78 \scriptsize $\pm$ 0.33,87.31 \scriptsize $\pm$ 0.39,67.70 \scriptsize $\pm$ 2.64,65.21 \scriptsize $\pm$ 0.74,74.01 \scriptsize $\pm$ 1.17,40.90 \scriptsize $\pm$ 1.10,44.43 \scriptsize $\pm$ 2.61,35.98 \scriptsize $\pm$ 1.40,50.22 \scriptsize $\pm$ 0.20,36.88 \scriptsize $\pm$ 2.45,47.40 \scriptsize $\pm$ 2.08,50.21 \scriptsize $\pm$ 2.22,36.26 \scriptsize $\pm$ 2.48,40.75 \scriptsize $\pm$ 1.86,41.11 \scriptsize $\pm$ 1.89,44.81 \scriptsize $\pm$ 1.84,58.37 \scriptsize $\pm$ 0.72,35.96 \scriptsize $\pm$ 1.05,34.47 \scriptsize $\pm$ 2.02,37.12 \scriptsize $\pm$ 1.94,42.20 \scriptsize $\pm$ 1.69,35.67 \scriptsize $\pm$ 2.37,42.04 \scriptsize $\pm$ 2.57,96.14 \scriptsize $\pm$ 0.02,68.57 \scriptsize $\pm$ 0.40,most_uriel_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[68.80919537936519, 68.90055343348729, 68.0073092875725, 68.5492279291139]",0.05626229707965431,0.07953707072950814,0.01046274129297365
89.05 \scriptsize $\pm$ 0.19,77.17 \scriptsize $\pm$ 0.60,89.59 \scriptsize $\pm$ 0.26,88.07 \scriptsize $\pm$ 0.55,87.88 \scriptsize $\pm$ 0.34,89.07 \scriptsize $\pm$ 0.22,88.04 \scriptsize $\pm$ 0.18,76.98 \scriptsize $\pm$ 0.92,75.19 \scriptsize $\pm$ 0.42,87.02 \scriptsize $\pm$ 0.33,86.92 \scriptsize $\pm$ 0.39,83.58 \scriptsize $\pm$ 0.30,72.81 \scriptsize $\pm$ 1.54,85.45 \scriptsize $\pm$ 0.59,86.48 \scriptsize $\pm$ 0.35,90.71 \scriptsize $\pm$ 0.22,54.88 \scriptsize $\pm$ 2.14,83.11 \scriptsize $\pm$ 0.46,64.34 \scriptsize $\pm$ 0.36,86.92 \scriptsize $\pm$ 0.24,84.85 \scriptsize $\pm$ 0.91,90.38 \scriptsize $\pm$ 0.19,85.24 \scriptsize $\pm$ 0.45,90.75 \scriptsize $\pm$ 0.18,85.13 \scriptsize $\pm$ 0.25,90.65 \scriptsize $\pm$ 0.29,77.78 \scriptsize $\pm$ 0.55,87.10 \scriptsize $\pm$ 0.30,68.36 \scriptsize $\pm$ 0.46,72.23 \scriptsize $\pm$ 0.95,78.53 \scriptsize $\pm$ 0.33,87.36 \scriptsize $\pm$ 0.48,68.91 \scriptsize $\pm$ 2.00,65.32 \scriptsize $\pm$ 0.39,73.91 \scriptsize $\pm$ 0.71,39.54 \scriptsize $\pm$ 1.27,48.29 \scriptsize $\pm$ 2.22,33.75 \scriptsize $\pm$ 2.01,51.05 \scriptsize $\pm$ 0.31,43.65 \scriptsize $\pm$ 2.54,52.02 \scriptsize $\pm$ 1.13,51.97 \scriptsize $\pm$ 1.98,35.65 \scriptsize $\pm$ 1.23,39.89 \scriptsize $\pm$ 1.33,46.52 \scriptsize $\pm$ 2.42,46.16 \scriptsize $\pm$ 2.07,58.80 \scriptsize $\pm$ 0.43,35.53 \scriptsize $\pm$ 1.05,32.33 \scriptsize $\pm$ 1.93,35.45 \scriptsize $\pm$ 2.18,44.81 \scriptsize $\pm$ 1.66,34.08 \scriptsize $\pm$ 2.06,44.68 \scriptsize $\pm$ 1.60,96.15 \scriptsize $\pm$ 0.04,68.89 \scriptsize $\pm$ 0.26,most_uriel_en_40,xtreme_r.udpos,"[42, 66, 17, 23]","[68.96911383298145, 69.02691889719792, 69.06746988754455, 68.50097935611979]",0.3950367971927845,0.021320631885305214,0.0005078563841935288
89.13 \scriptsize $\pm$ 0.06,76.75 \scriptsize $\pm$ 0.74,89.84 \scriptsize $\pm$ 0.20,88.48 \scriptsize $\pm$ 0.25,87.97 \scriptsize $\pm$ 0.88,89.67 \scriptsize $\pm$ 0.28,88.03 \scriptsize $\pm$ 0.16,77.44 \scriptsize $\pm$ 0.90,76.13 \scriptsize $\pm$ 0.30,86.74 \scriptsize $\pm$ 0.36,86.96 \scriptsize $\pm$ 0.18,84.98 \scriptsize $\pm$ 0.14,74.77 \scriptsize $\pm$ 2.44,85.34 \scriptsize $\pm$ 0.18,86.27 \scriptsize $\pm$ 0.12,90.74 \scriptsize $\pm$ 0.38,57.44 \scriptsize $\pm$ 1.13,83.64 \scriptsize $\pm$ 0.51,65.19 \scriptsize $\pm$ 0.42,86.35 \scriptsize $\pm$ 0.46,85.37 \scriptsize $\pm$ 0.97,90.04 \scriptsize $\pm$ 0.09,85.83 \scriptsize $\pm$ 0.19,91.05 \scriptsize $\pm$ 0.16,85.30 \scriptsize $\pm$ 0.38,90.57 \scriptsize $\pm$ 0.22,77.84 \scriptsize $\pm$ 0.21,87.62 \scriptsize $\pm$ 0.68,68.34 \scriptsize $\pm$ 0.37,71.19 \scriptsize $\pm$ 0.43,78.61 \scriptsize $\pm$ 0.11,87.23 \scriptsize $\pm$ 0.68,69.42 \scriptsize $\pm$ 3.58,65.93 \scriptsize $\pm$ 0.37,73.98 \scriptsize $\pm$ 1.20,41.08 \scriptsize $\pm$ 1.85,43.75 \scriptsize $\pm$ 1.26,39.75 \scriptsize $\pm$ 0.69,49.45 \scriptsize $\pm$ 0.29,37.34 \scriptsize $\pm$ 2.20,38.39 \scriptsize $\pm$ 0.50,38.54 \scriptsize $\pm$ 1.92,34.01 \scriptsize $\pm$ 2.07,38.91 \scriptsize $\pm$ 1.40,40.23 \scriptsize $\pm$ 1.80,37.93 \scriptsize $\pm$ 1.52,58.33 \scriptsize $\pm$ 0.63,35.33 \scriptsize $\pm$ 1.21,28.58 \scriptsize $\pm$ 0.94,33.11 \scriptsize $\pm$ 1.65,46.82 \scriptsize $\pm$ 2.71,27.95 \scriptsize $\pm$ 3.29,45.87 \scriptsize $\pm$ 2.98,96.08 \scriptsize $\pm$ 0.04,67.99 \scriptsize $\pm$ 0.37,most_uriel_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[68.37056329228533, 68.09386599512754, 68.01756634313963, 67.48893795654304]",0.028424872059206616,0.19450212850911633,0.0007011777615489112
89.01 \scriptsize $\pm$ 0.26,77.20 \scriptsize $\pm$ 0.82,89.75 \scriptsize $\pm$ 0.18,88.69 \scriptsize $\pm$ 0.33,88.58 \scriptsize $\pm$ 0.43,89.14 \scriptsize $\pm$ 0.36,88.74 \scriptsize $\pm$ 0.55,76.78 \scriptsize $\pm$ 0.85,75.89 \scriptsize $\pm$ 0.46,87.22 \scriptsize $\pm$ 0.40,86.62 \scriptsize $\pm$ 0.17,83.96 \scriptsize $\pm$ 0.55,72.21 \scriptsize $\pm$ 1.93,85.06 \scriptsize $\pm$ 0.27,86.14 \scriptsize $\pm$ 0.17,90.57 \scriptsize $\pm$ 0.26,53.46 \scriptsize $\pm$ 1.21,82.86 \scriptsize $\pm$ 0.43,64.65 \scriptsize $\pm$ 0.35,86.93 \scriptsize $\pm$ 0.17,84.41 \scriptsize $\pm$ 0.80,90.22 \scriptsize $\pm$ 0.24,85.42 \scriptsize $\pm$ 0.42,90.55 \scriptsize $\pm$ 0.12,85.17 \scriptsize $\pm$ 0.21,90.46 \scriptsize $\pm$ 0.07,77.99 \scriptsize $\pm$ 0.28,86.79 \scriptsize $\pm$ 0.41,68.83 \scriptsize $\pm$ 0.24,71.63 \scriptsize $\pm$ 1.48,78.48 \scriptsize $\pm$ 0.35,87.32 \scriptsize $\pm$ 0.37,67.60 \scriptsize $\pm$ 1.33,65.75 \scriptsize $\pm$ 0.29,74.55 \scriptsize $\pm$ 0.96,39.89 \scriptsize $\pm$ 3.95,43.27 \scriptsize $\pm$ 4.75,28.14 \scriptsize $\pm$ 3.32,49.91 \scriptsize $\pm$ 0.34,34.21 \scriptsize $\pm$ 3.98,44.95 \scriptsize $\pm$ 3.06,42.76 \scriptsize $\pm$ 3.89,38.87 \scriptsize $\pm$ 6.74,38.39 \scriptsize $\pm$ 2.56,41.39 \scriptsize $\pm$ 2.45,42.92 \scriptsize $\pm$ 5.94,59.11 \scriptsize $\pm$ 0.89,39.35 \scriptsize $\pm$ 3.63,28.17 \scriptsize $\pm$ 2.22,35.01 \scriptsize $\pm$ 3.57,44.15 \scriptsize $\pm$ 1.73,28.17 \scriptsize $\pm$ 1.63,43.91 \scriptsize $\pm$ 1.57,96.11 \scriptsize $\pm$ 0.03,67.91 \scriptsize $\pm$ 0.78,random_langs_with_seed_10,xtreme_r.udpos,"[42, 66, 17, 23]","[67.316757411256, 67.17225035656044, 68.57938391591605, 68.58696503307091]",0.05085240599874049,0.045272164511791314,0.016665768808323343
89.14 \scriptsize $\pm$ 0.29,77.10 \scriptsize $\pm$ 0.45,89.53 \scriptsize $\pm$ 0.09,88.37 \scriptsize $\pm$ 0.21,88.17 \scriptsize $\pm$ 0.83,89.29 \scriptsize $\pm$ 0.23,88.44 \scriptsize $\pm$ 0.48,77.89 \scriptsize $\pm$ 0.61,75.18 \scriptsize $\pm$ 0.18,87.01 \scriptsize $\pm$ 0.30,86.94 \scriptsize $\pm$ 0.37,84.05 \scriptsize $\pm$ 1.13,72.61 \scriptsize $\pm$ 0.53,85.18 \scriptsize $\pm$ 0.45,86.23 \scriptsize $\pm$ 0.31,90.74 \scriptsize $\pm$ 0.40,54.65 \scriptsize $\pm$ 1.47,82.96 \scriptsize $\pm$ 0.90,64.44 \scriptsize $\pm$ 0.31,86.78 \scriptsize $\pm$ 0.20,84.85 \scriptsize $\pm$ 0.51,90.27 \scriptsize $\pm$ 0.15,85.20 \scriptsize $\pm$ 0.24,90.82 \scriptsize $\pm$ 0.19,85.43 \scriptsize $\pm$ 0.43,90.40 \scriptsize $\pm$ 0.14,78.08 \scriptsize $\pm$ 0.43,86.93 \scriptsize $\pm$ 0.57,68.41 \scriptsize $\pm$ 0.63,71.59 \scriptsize $\pm$ 0.46,78.63 \scriptsize $\pm$ 0.15,87.21 \scriptsize $\pm$ 0.46,67.91 \scriptsize $\pm$ 0.58,65.30 \scriptsize $\pm$ 0.71,73.79 \scriptsize $\pm$ 1.01,40.76 \scriptsize $\pm$ 5.02,48.01 \scriptsize $\pm$ 4.55,30.39 \scriptsize $\pm$ 3.15,50.59 \scriptsize $\pm$ 0.71,36.83 \scriptsize $\pm$ 1.76,45.54 \scriptsize $\pm$ 3.14,44.06 \scriptsize $\pm$ 4.80,39.41 \scriptsize $\pm$ 2.21,39.75 \scriptsize $\pm$ 2.52,41.39 \scriptsize $\pm$ 1.24,42.83 \scriptsize $\pm$ 4.92,58.98 \scriptsize $\pm$ 0.36,38.39 \scriptsize $\pm$ 2.54,30.12 \scriptsize $\pm$ 2.99,35.21 \scriptsize $\pm$ 1.02,43.73 \scriptsize $\pm$ 1.74,30.94 \scriptsize $\pm$ 1.81,43.22 \scriptsize $\pm$ 3.02,96.14 \scriptsize $\pm$ 0.03,68.26 \scriptsize $\pm$ 0.46,random_langs_with_seed_20,xtreme_r.udpos,"[42, 66, 17, 23]","[68.87306428408066, 68.03132446087345, 68.29915753175929, 67.81787711529284]",0.07110037727142915,0.08657176023406979,0.003114170996926748
89.17 \scriptsize $\pm$ 0.34,76.01 \scriptsize $\pm$ 0.11,89.56 \scriptsize $\pm$ 0.23,88.47 \scriptsize $\pm$ 0.32,88.24 \scriptsize $\pm$ 0.57,89.06 \scriptsize $\pm$ 0.29,88.93 \scriptsize $\pm$ 0.12,78.73 \scriptsize $\pm$ 1.29,75.04 \scriptsize $\pm$ 0.45,87.42 \scriptsize $\pm$ 0.30,86.74 \scriptsize $\pm$ 0.37,83.13 \scriptsize $\pm$ 1.00,73.06 \scriptsize $\pm$ 1.18,85.31 \scriptsize $\pm$ 0.28,86.28 \scriptsize $\pm$ 0.15,90.42 \scriptsize $\pm$ 0.48,54.46 \scriptsize $\pm$ 1.02,83.43 \scriptsize $\pm$ 0.61,64.50 \scriptsize $\pm$ 0.61,86.77 \scriptsize $\pm$ 0.19,85.59 \scriptsize $\pm$ 1.71,90.39 \scriptsize $\pm$ 0.16,85.08 \scriptsize $\pm$ 0.43,90.61 \scriptsize $\pm$ 0.14,85.18 \scriptsize $\pm$ 0.55,90.46 \scriptsize $\pm$ 0.28,78.24 \scriptsize $\pm$ 0.63,87.59 \scriptsize $\pm$ 0.54,68.13 \scriptsize $\pm$ 0.59,71.91 \scriptsize $\pm$ 0.43,78.84 \scriptsize $\pm$ 0.43,87.22 \scriptsize $\pm$ 0.41,68.53 \scriptsize $\pm$ 1.36,65.28 \scriptsize $\pm$ 0.34,74.20 \scriptsize $\pm$ 0.93,41.84 \scriptsize $\pm$ 2.60,46.17 \scriptsize $\pm$ 3.42,29.70 \scriptsize $\pm$ 2.28,51.04 \scriptsize $\pm$ 0.44,38.94 \scriptsize $\pm$ 3.91,49.60 \scriptsize $\pm$ 2.61,46.71 \scriptsize $\pm$ 3.86,39.68 \scriptsize $\pm$ 1.72,43.55 \scriptsize $\pm$ 3.02,44.06 \scriptsize $\pm$ 5.05,43.30 \scriptsize $\pm$ 2.15,59.23 \scriptsize $\pm$ 0.17,37.32 \scriptsize $\pm$ 0.90,29.10 \scriptsize $\pm$ 0.17,39.98 \scriptsize $\pm$ 3.50,44.89 \scriptsize $\pm$ 1.88,31.46 \scriptsize $\pm$ 0.76,44.80 \scriptsize $\pm$ 1.87,96.13 \scriptsize $\pm$ 0.02,68.69 \scriptsize $\pm$ 0.32,random_langs_with_seed_40,xtreme_r.udpos,"[42, 66, 17, 23]","[69.07832525159786, 68.71599966509065, 68.69256090506853, 68.29042583290908]",0.1899396013322071,0.0356955892468152,0.0018668265701325005
88.94 \scriptsize $\pm$ 0.17,76.64 \scriptsize $\pm$ 1.79,89.77 \scriptsize $\pm$ 0.47,88.66 \scriptsize $\pm$ 0.30,88.59 \scriptsize $\pm$ 0.98,89.24 \scriptsize $\pm$ 0.50,88.35 \scriptsize $\pm$ 0.27,77.66 \scriptsize $\pm$ 0.87,75.48 \scriptsize $\pm$ 1.27,86.94 \scriptsize $\pm$ 0.19,86.74 \scriptsize $\pm$ 0.61,83.70 \scriptsize $\pm$ 1.56,73.21 \scriptsize $\pm$ 2.53,85.30 \scriptsize $\pm$ 0.46,86.06 \scriptsize $\pm$ 0.52,90.38 \scriptsize $\pm$ 0.58,53.96 \scriptsize $\pm$ 1.15,82.61 \scriptsize $\pm$ 0.95,64.86 \scriptsize $\pm$ 0.23,86.44 \scriptsize $\pm$ 0.09,85.22 \scriptsize $\pm$ 0.94,90.12 \scriptsize $\pm$ 0.20,85.29 \scriptsize $\pm$ 0.50,90.62 \scriptsize $\pm$ 0.27,84.98 \scriptsize $\pm$ 0.61,90.50 \scriptsize $\pm$ 0.28,77.77 \scriptsize $\pm$ 0.67,86.96 \scriptsize $\pm$ 0.45,68.81 \scriptsize $\pm$ 0.66,70.82 \scriptsize $\pm$ 0.90,78.17 \scriptsize $\pm$ 0.73,87.31 \scriptsize $\pm$ 1.08,68.57 \scriptsize $\pm$ 2.37,65.43 \scriptsize $\pm$ 0.40,74.43 \scriptsize $\pm$ 1.17,38.19 \scriptsize $\pm$ 2.01,41.23 \scriptsize $\pm$ 5.06,25.31 \scriptsize $\pm$ 6.51,49.78 \scriptsize $\pm$ 0.42,31.46 \scriptsize $\pm$ 7.03,42.63 \scriptsize $\pm$ 7.08,42.35 \scriptsize $\pm$ 7.97,35.36 \scriptsize $\pm$ 4.09,36.91 \scriptsize $\pm$ 2.09,40.47 \scriptsize $\pm$ 6.91,41.75 \scriptsize $\pm$ 8.92,58.79 \scriptsize $\pm$ 1.04,36.91 \scriptsize $\pm$ 5.58,26.99 \scriptsize $\pm$ 4.72,34.40 \scriptsize $\pm$ 1.69,43.97 \scriptsize $\pm$ 1.97,26.99 \scriptsize $\pm$ 5.98,44.55 \scriptsize $\pm$ 2.37,96.12 \scriptsize $\pm$ 0.02,67.46 \scriptsize $\pm$ 1.51,random_langs_with_seed_5,xtreme_r.udpos,"[42, 66, 17, 23]","[67.53188189026326, 68.09443370214177, 68.85701668058549, 65.34595609265732]",0.14885097561175248,0.8813926753115606,0.0363506360983806
